Cantico,Canto,Terzetto,Original,Translation
Inferno,3,73,"ch’i’ sappia quali sono, e qual costume le fa di trapassar parer sì pronte, com’io discerno per lo fioco lume”.","di sapere chi sono e quale istinto le fa apparire così ansiose di oltrepassare il fiume, come riesco a distinguere in quella luce fioca»."
Inferno,3,76,Ed elli a me: “Le cose ti fier conte quando noi fermerem li nostri passi su la trista riviera d’Acheronte”.,Ed egli a me: «Le cose ti saranno chiare quando ci fermeremo sulla riva desolata dell’Acherónte».
Inferno,3,79,"Allor con li occhi vergognosi e bassi, temendo no ‘l mio dir li fosse grave, infino al fiume del parlar mi trassi.","Allora, con gli occhi vergognosi ed abbassati, temendo che la mia domanda gli riuscisse molesta, mi astenni dal parlare sino al fiume."
Inferno,3,82,"Ed ecco verso noi venir per nave un vecchio, bianco per antico pelo, gridando: “Guai a voi, anime prave!","Ed ecco verso di noi venire su una nave un vecchio, bianco per i molti anni, gridando: «Guai a voi, o anime malvage!"
Inferno,3,85,"Non isperate mai veder lo cielo: i’ vegno per menarvi a l’altra riva ne le tenebre etterne, in caldo e ‘n gelo.","Non sperate mai di vedere il cielo: io vengo per condurvi sull’altra riva nelle tenebre eterne, al caldo e al gelo."
Inferno,3,88,"E tu che se’ costì, anima viva, pàrtiti da cotesti che son morti”. Ma poi che vide ch’io non mi partiva,","E tu, che sei lì, o anima viva, allontanati da costoro, che son morti». Ma, poiché vide che io non mi allontanavo,"
Inferno,3,91,"disse: “Per altra via, per altri porti verrai a piaggia, non qui, per passare: più lieve legno convien che ti porti”.","disse: «Per un’altra via, per altri porti verrai alla spiaggia, non qui, per passare. Una barca più leggera convien che ti porti»."
Inferno,3,94,"E ‘l duca lui: “Caron, non ti crucciare: vuolsi così colà dove si puote ciò che si vuole, e più non dimandare”.","La mia guida a lui: «O Carónte, non ti crucciare, si vuole così là dove si può ciò che si vuole, e più non domandare»."
Inferno,3,97,"Quinci fuor quete le lanose gote al nocchier de la livida palude, che ‘ntorno a li occhi avea di fiamme rote.","Allora si quietarono le ispide gote al nocchiere della livida palude, che intorno agli occhi aveva ruote di fuoco."
Inferno,3,100,"Ma quell’anime, ch’eran lasse e nude, cangiar colore e dibattero i denti, ratto che ‘nteser le parole crude.","Ma quelle anime, che erano affrante e nude, cambiarono colore e batterono i denti, non appena intesero quelle parole crudeli."
Inferno,3,103,"Bestemmiavano Dio e lor parenti, l’umana spezie e ‘l loco e ‘l tempo e ‘l seme di lor semenza e di lor nascimenti.","Bestemmiavano Dio e i loro genitori, la razza umana, il luogo, il tempo, il seme della loro stirpe ed il seme da cui erano nati."
Inferno,3,106,"Poi si ritrasser tutte quante insieme, forte piangendo, a la riva malvagia ch’attende ciascun uom che Dio non teme.","Poi, piangendo fortemente, si raccolsero tutte insieme sulla riva malvagia, che attende ciascun uomo che non teme Dio."
Inferno,3,109,"Caron dimonio, con occhi di bragia, loro accennando, tutte le raccoglie; batte col remo qualunque s’adagia.","Il demonio Carónte, facendo loro un cenno con gli occhi di fuoco, le raccoglie tutte, e batte con il remo chiunque si adagia ."
Inferno,3,112,"Come d’autunno si levan le foglie l’una appresso de l’altra, fin che ‘l ramo vede a la terra tutte le sue spoglie,","Come in autunno si staccano le foglie una dopo l’altra, finché il ramo vede per terra tutte le sue spoglie,"
Inferno,3,115,"similemente il mal seme d’Adamo gittansi di quel lito ad una ad una, per cenni come augel per suo richiamo.","similmente i malvagi discendenti di Adamo si affrettano a lasciar la riva ad uno ad uno, seguendo i cenni del nocchiere, come uccelli che sentono il richiamo."
Inferno,3,118,"Così sen vanno su per l’onda bruna, e avanti che sien di là discese, anche di qua nuova schiera s’auna.","Così se ne vanno sopra l’onda bruna e, prima che siano di là discese, di qua una nuova schiera si raduna."
Inferno,3,121,"“Figliuol mio”, disse ‘l maestro cortese, “quelli che muoion ne l’ira di Dio tutti convegnon qui d’ogne paese:","«O figlio mio» disse il maestro cortese, «coloro che muoion nell’ira di Dio arrivano tutti qui da ogni paese"
Inferno,3,124,"e pronti sono a trapassar lo rio, ché la divina giustizia li sprona, sì che la tema si volve in disio.","e son pronti ad oltrepassare il fiume, perché la giustizia divina li sprona, così che il loro timore si trasforma in desiderio."
Inferno,3,127,"Quinci non passa mai anima buona; e però, se Caron di te si lagna, ben puoi sapere omai che ‘l suo dir suona”.","Di qui non passa mai un’anima buona, perciò, se Carónte si lamenta di te, puoi ben capire ormai che cosa significhino le sue parole.»"
Inferno,3,130,"Finito questo, la buia campagna tremò sì forte, che de lo spavento la mente di sudore ancor mi bagna.","Finito il discorso, la campagna buia tremò così fortemente, che il ricordo dello spavento mi fa bagnare ancora di sudore."
Inferno,3,133,"La terra lagrimosa diede vento, che balenò una luce vermiglia la qual mi vinse ciascun sentimento;","La terra intrisa di lacrime sprigionò vento, tanto che balenò una luce rossastra , la quale mi fece perdere i sensi. E caddi come l’uomo che prende sonno."
Inferno,5,1,"Così discesi del cerchio primaio giù nel secondo, che men loco cinghia, e tanto più dolor, che punge a guaio.","Così dal primo cerchio discesi giù nel secondo, che abbraccia uno spazio più piccolo, ma un dolore tanto più grave, che costringe [le anime] a lamentarsi."
Inferno,5,4,"Stavvi Minòs orribilmente, e ringhia: essamina le colpe ne l’intrata; giudica e manda secondo ch’avvinghia.","Qui sta Minosse, che incute orrore e digrigna i denti: esamina le colpe [delle anime] nell’entrata, le giudica e le manda [nel cerchio che indica] avvolgendo la coda."
Inferno,5,7,"Dico che quando l’anima mal nata li vien dinanzi, tutta si confessa; e quel conoscitor de le peccata","Dico che, quando l’anima malnata gli vien davanti, si confessa tutta, e quel giudice dei peccati"
Inferno,5,10,vede qual loco d’inferno è da essa; cignesi con la coda tante volte quantunque gradi vuol che giù sia messa.,vede quale luogo dell’inferno le spetta e cinge la coda tante volte quanti cerchi vuol che scenda.
Inferno,5,13,"Sempre dinanzi a lui ne stanno molte; vanno a vicenda ciascuna al giudizio; dicono e odono, e poi son giù volte.","Davanti a lui ci sono sempre molte anime: vanno una dopo l’altra a farsi giudicare, confessano i peccati, odono la condanna e precipitano giù."
Inferno,5,16,"“O tu che vieni al doloroso ospizio”, disse Minòs a me quando mi vide, lasciando l’atto di cotanto offizio,","«O tu che vieni in questo luogo di dolore» disse Minosse quando mi vide, interrompendo il suo terribile compito,"
Inferno,5,19,“guarda com’entri e di cui tu ti fide; non t’inganni l’ampiezza de l’intrare!”. E ‘l duca mio a lui: “Perché pur gride?,«guarda come fai ad entrare e di chi ti fidi: non lasciarti ingannare dall’ampiezza dell’entrata!» E la mia guida a lui: «Perché gridi?
Inferno,5,22,"Non impedir lo suo fatale andare: vuolsi così colà dove si puote ciò che si vuole, e più non dimandare”.","Non cercar d’impedire il suo viaggio, che è prestabilito: si vuole così là dove si può ciò che si vuole, e più non domandare!»."
Inferno,5,25,Or incomincian le dolenti note a farmisi sentire; or son venuto là dove molto pianto mi percuote.,Ora incominciano a farsi sentire le voci di dolore; ora son venuto dove molto pianto mi colpisce.
Inferno,5,28,"Io venni in loco d’ogne luce muto, che mugghia come fa mar per tempesta, se da contrari venti è combattuto.","Venni in un luogo privo di qualsiasi lume, che mugghia come fa il mare in tempesta, se è sconvolto da venti contrari."
Inferno,5,31,"La bufera infernal, che mai non resta, mena li spirti con la sua rapina; voltando e percotendo li molesta.","La bufera infernale, che mai si arresta, travolge gli spiriti con la sua violenza: li rivolta, li percuote, li molesta."
Inferno,5,34,"Quando giungon davanti a la ruina, quivi le strida, il compianto, il lamento; bestemmian quivi la virtù divina.","Quando giungono davanti al precipizio, [i dannati fanno sentire] le loro urla, il loro pianto, il loro lamento; e bestemmiano l’onnipotenza divina."
Inferno,5,37,"Intesi ch’a così fatto tormento enno dannati i peccator carnali, che la ragion sommettono al talento.","Compresi che a quel tormento erano condannati i peccatori carnali, che sottomettono la ragione all’istinto."
Inferno,5,40,"E come li stornei ne portan l’ali nel freddo tempo, a schiera larga e piena, così quel fiato li spiriti mali","E, come le ali portano gli stornelli durante l’inverno in larga e fitta schiera, così quel vento trascina quegli spiriti malvagi"
Inferno,5,43,"di qua, di là, di giù, di sù li mena; nulla speranza li conforta mai, non che di posa, ma di minor pena.","di qua, di là, di giù, di su. Nessuna speranza può mai confortarli né di tregua né di minor pena."
Inferno,5,46,"E come i gru van cantando lor lai, faccendo in aere di sé lunga riga, così vid’io venir, traendo guai,","E, come le gru van cantando i loro lamenti, facendo nell’aria una lunga fila, così vidi venire, lamentandosi,"
Inferno,5,49,"ombre portate da la detta briga; per ch’i’ dissi: “Maestro, chi son quelle genti che l’aura nera sì gastiga?”.","ombre trascinate dal soffio impetuoso del vento. Perciò dissi: «O maestro, chi sono quelle genti che l’aria nera così castiga?»."
Inferno,5,52,"“La prima di color di cui novelle tu vuo’ saper”, mi disse quelli allotta, “fu imperadrice di molte favelle.","«La prima di quelle anime, di cui vuoi aver notizia» mi disse allora, «fu imperatrice di molte nazioni."
Inferno,5,55,"A vizio di lussuria fu sì rotta, che libito fé licito in sua legge, per tòrre il biasmo in che era condotta.","Al vizio della lussuria fu così rotta, che per legge [nel suo regno] fece lecito ciò che piacesse, per liberarsi del biasimo in cui era caduta."
Inferno,5,58,"Ell’è Semiramìs, di cui si legge che succedette a Nino e fu sua sposa: tenne la terra che ‘l Soldan corregge.","È Semiramide, di cui si legge che succedette a Nino e che fu sua sposa: governò le terre, che ora son dominate dal sultano."
Inferno,5,61,"L’altra è colei che s’ancise amorosa, e ruppe fede al cener di Sicheo; poi è Cleopatràs lussuriosa.","L’altra è Didone, che si uccise per amore e che ruppe il giuramento [di fedeltà] alle ceneri di Sichèo. La terza è la lussuriosa Cleopatra."
Inferno,5,64,"Elena vedi, per cui tanto reo tempo si volse, e vedi ‘l grande Achille, che con amore al fine combatteo.","Vedi Elena, che fu causa di una lunga e sanguinosa guerra; e vedi il grande Achille, che alla fine combatté con l’amore [da cui fu sconfitto]."
Inferno,5,67,"Vedi Parìs, Tristano”; e più di mille ombre mostrommi e nominommi a dito, ch’amor di nostra vita dipartille.","Vedi Paride, Tristano» e più di mille ombre mi mostrò e mi nominò con il dito, che amore fece uscire dalla nostra vita."
Inferno,5,70,"Poscia ch’io ebbi il mio dottore udito nomar le donne antiche e ‘ cavalieri, pietà mi giunse, e fui quasi smarrito.","Dopo che ebbi udito il mio maestro nominare le donne antiche e i cavalieri, provai compassione e per poco non venni meno."
Inferno,5,73,"I’ cominciai: “Poeta, volontieri parlerei a quei due che ‘nsieme vanno, e paion sì al vento esser leggeri”.","Io cominciai: «O poeta, volentieri parlerei a quei due che vanno insieme e che non sembrano opporre resistenza al vento»."
Inferno,5,76,"Ed elli a me: “Vedrai quando saranno più presso a noi; e tu allor li priega per quello amor che i mena, ed ei verranno”.","Ed egli a me: «Li vedrai quando saranno più vicini a noi. Allora prègali per quell’amore che li conduce, ed essi verranno»."
Inferno,5,79,"Sì tosto come il vento a noi li piega, mossi la voce: “O anime affannate, venite a noi parlar, s’altri nol niega!”.","Non appena il vento li spinge verso di noi, gridai: «O anime tormentate, venite a parlare con noi, se altri non lo nega!»."
Inferno,5,82,Quali colombe dal disio chiamate con l’ali alzate e ferme al dolce nido vegnon per l’aere dal voler portate;,"Quali colombe, chiamate dal desiderio, con le ali aperte e ferme al dolce nido vengono per l’aria portate dalla loro volontà;"
Inferno,5,85,"cotali uscir de la schiera ov’è Dido, a noi venendo per l’aere maligno, sì forte fu l’affettuoso grido.","tali uscirono dalla schiera dov’è Didone, venendo a noi per l’aria maligna, così forte fu l’affettuoso richiamo."
Inferno,5,88,"“O animal grazioso e benigno che visitando vai per l’aere perso noi che tignemmo il mondo di sanguigno,","«O essere vivente cortese e benigno, che per l’aria tenebrosa vai visitando noi, che tingemmo il mondo con il nostro sangue,"
Inferno,5,91,"se fosse amico il re de l’universo, noi pregheremmo lui de la tua pace, poi c’hai pietà del nostro mal perverso.","se ci fosse amico il re dell’universo, noi pregheremmo lui per la tua pace, perché hai compassione del nostro male perverso."
Inferno,5,94,"Di quel che udire e che parlar vi piace, noi udiremo e parleremo a voi, mentre che ‘l vento, come fa, ci tace.","Di quel che vi piace udire e parlare, noi udremo e parleremo a voi, mentre il vento, come ora fa, qui tace."
Inferno,5,97,Siede la terra dove nata fui su la marina dove ‘l Po discende per aver pace co’ seguaci sui.,"La terra , dove nacqui, si stende sulla marina dove il Po discende [nell’Adriatico], per aver pace con i suoi affluenti ."
Inferno,5,100,"Amor, ch’al cor gentil ratto s’apprende prese costui de la bella persona che mi fu tolta; e ‘l modo ancor m’offende.","L’amore, che nel cuor nobile si accende rapidamente, prese costui per la mia bella persona, che mi fu tolta, e fu così intenso, che ancora mi sconvolge."
Inferno,5,103,"Amor, ch’a nullo amato amar perdona, mi prese del costui piacer sì forte, che, come vedi, ancor non m’abbandona.","L’amore, che costringe chi è amato a ricambiare l’amore, mi prese così fortemente per la bellezza di costui, che, come vedi, ancor non mi abbandona."
